listing_id,url,title,district,city,direction,التوصية_النهائية,درجة_الثقة,سبب_التوصية_النهائية,نوع_العقار,price,area_sqm,rooms,bathrooms,livings,age_years,مؤثثة,yield_pct,expected_annual_rent,sakani_deals_count,price_ratio,verdict_price,strengths,risks,is_multi_unit,unit_label,llm_corrections,llm_notes,description,images,sakani_trusted,ad_price_per_sqm,comparable_sale_deals_count,comparable_median_price_per_sqm,latitude,longitude
6709452,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-145-الرمال-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6709452,"شقة للبيع في شارع 145 الرمال, حي الرمال, مدينة الرياض, منطقة الرياض",حي الرمال,الرياض,شرق الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,850000.0,250.0,3.0,4.0,,0.0,لا,6.69,30100,3400,0.81,🟢 سعر عادل,يوجد بلكونة | يوجد مستودع | يوجد مجلس منفصل,تعارض بيانات اكتشفه التحليل الآلي: area_sqm=98 بالوصف (مسجّل عندنا 97.0),True,نموذج E - دور أول زاوية,"{""area_sqm"": 98}",مشروع متعدد الوحدات. البيانات المسجلة تطابق وحدة نموذج F (شقة ملحق 98 متر بـ 450000 ريال) مع 3 غرف و4 حمامات,"شركه الصدفه للتطوير العقاري 
بدأ البيع ادوار مستقلة وشقق الرياض 27
في شمال شرق الرياض - حي الرمال   مخطط رقم 3936 المشروع علي 3 واجهات واجهه شرقيه بشارع عرض ١٥ متر - واجهه جنوبيه بشارع عرض ١٨ متر - واجهه شماليه بشارع عرض ١٥ متر 
متوفر في المشروع: 
                      نموذج A 
يتكون من دور ارضي مساحه ١٤٨ متر 
            السعر 900,000
              المتبقي ١٦ دور  
A1-A2 -A3-A4-A5-A6-A7-A8-A14-A15-A16-A17-A18-A19-A20-A21
                     نموذج B 
يتكون من دور اول مساحه ١٥٠ متر 
          السعر 750,000
          المتبقي ١٦ دور 
B1-B2 -B3-B4-B5-B6-B7-B8-B14-B15-B16-B17-B18-B19-B20-B21
                    نموذج C
يتكون من ١٦ شقه ملحق مساحه ٩٠ متر 
           السعر 550.000 
            المتبقي ١٦ شقة  
C1-C2 -C3-C4-C5-C6-C7-C8-C14-C15-C16-C17-C18-C19-C20-C21
                    نموذج D 
* ٢ ادوار ارضية زوايا مساحه ٢٣٧ متر 
         السعر 1.200.000  
              رقم A9-A13 
* ٣ ادوار ارضية مفصول مساحه ١٩٠ متر 
            السعر 950.000 
           رقم A10-A11-A12
                 نموذج E 
* ٢ ادوار اول زوايا مساحه ٢٥٠ متر 
         السعر 850.000  
              رقم B9-B13 
* ٣ ادوار اول مفصول مساحه ١٨٠ متر 
            السعر 850.000 
           رقم B10-B11-B12 
                  نموذج F 
* ٢ شقق ملحق زوايا مساحه ١٢٨ متر
         السعر 650.000  
              رقم C9-C13 
* ٣ شقق ملحق مساحه ٩٨ متر 
            السعر 450.000 
           رقم C10-C11-C12 

المواصفات:
3 غرف نوم 
4 حمامات 
1 غرفه طعام 
1 مطبخ 
1 مجلس 
1  غرفه معيشه 
1  مستودع 
1  بلكونة
البناء علي الكود السعودي",https://images.aqar.fm/webp/750x0/props/051938105_1779624666004.jpg,True,4639,247,5696.0,24.902692,46.83717
6709452,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-145-الرمال-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6709452,"شقة للبيع في شارع 145 الرمال, حي الرمال, مدينة الرياض, منطقة الرياض",حي الرمال,الرياض,شرق الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,850000.0,180.0,3.0,4.0,,0.0,لا,6.69,30100,3400,0.81,🟢 سعر عادل,يوجد بلكونة | يوجد مستودع | يوجد مجلس منفصل,تعارض بيانات اكتشفه التحليل الآلي: area_sqm=98 بالوصف (مسجّل عندنا 97.0),True,نموذج E - دور أول مفصول,"{""area_sqm"": 98}",مشروع متعدد الوحدات. البيانات المسجلة تطابق وحدة نموذج F (شقة ملحق 98 متر بـ 450000 ريال) مع 3 غرف و4 حمامات,"شركه الصدفه للتطوير العقاري 
بدأ البيع ادوار مستقلة وشقق الرياض 27
في شمال شرق الرياض - حي الرمال   مخطط رقم 3936 المشروع علي 3 واجهات واجهه شرقيه بشارع عرض ١٥ متر - واجهه جنوبيه بشارع عرض ١٨ متر - واجهه شماليه بشارع عرض ١٥ متر 
متوفر في المشروع: 
                      نموذج A 
يتكون من دور ارضي مساحه ١٤٨ متر 
            السعر 900,000
              المتبقي ١٦ دور  
A1-A2 -A3-A4-A5-A6-A7-A8-A14-A15-A16-A17-A18-A19-A20-A21
                     نموذج B 
يتكون من دور اول مساحه ١٥٠ متر 
          السعر 750,000
          المتبقي ١٦ دور 
B1-B2 -B3-B4-B5-B6-B7-B8-B14-B15-B16-B17-B18-B19-B20-B21
                    نموذج C
يتكون من ١٦ شقه ملحق مساحه ٩٠ متر 
           السعر 550.000 
            المتبقي ١٦ شقة  
C1-C2 -C3-C4-C5-C6-C7-C8-C14-C15-C16-C17-C18-C19-C20-C21
                    نموذج D 
* ٢ ادوار ارضية زوايا مساحه ٢٣٧ متر 
         السعر 1.200.000  
              رقم A9-A13 
* ٣ ادوار ارضية مفصول مساحه ١٩٠ متر 
            السعر 950.000 
           رقم A10-A11-A12
                 نموذج E 
* ٢ ادوار اول زوايا مساحه ٢٥٠ متر 
         السعر 850.000  
              رقم B9-B13 
* ٣ ادوار اول مفصول مساحه ١٨٠ متر 
            السعر 850.000 
           رقم B10-B11-B12 
                  نموذج F 
* ٢ شقق ملحق زوايا مساحه ١٢٨ متر
         السعر 650.000  
              رقم C9-C13 
* ٣ شقق ملحق مساحه ٩٨ متر 
            السعر 450.000 
           رقم C10-C11-C12 

المواصفات:
3 غرف نوم 
4 حمامات 
1 غرفه طعام 
1 مطبخ 
1 مجلس 
1  غرفه معيشه 
1  مستودع 
1  بلكونة
البناء علي الكود السعودي",https://images.aqar.fm/webp/750x0/props/051938105_1779624666004.jpg,True,4639,247,5696.0,24.902692,46.83717
6709452,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-145-الرمال-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6709452,"شقة للبيع في شارع 145 الرمال, حي الرمال, مدينة الرياض, منطقة الرياض",حي الرمال,الرياض,شرق الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,650000.0,128.0,3.0,4.0,,0.0,لا,6.69,30100,3400,0.81,🟢 سعر عادل,يوجد بلكونة | يوجد مستودع | يوجد مجلس منفصل,تعارض بيانات اكتشفه التحليل الآلي: area_sqm=98 بالوصف (مسجّل عندنا 97.0),True,نموذج F - شقة ملحق زاوية,"{""area_sqm"": 98}",مشروع متعدد الوحدات. البيانات المسجلة تطابق وحدة نموذج F (شقة ملحق 98 متر بـ 450000 ريال) مع 3 غرف و4 حمامات,"شركه الصدفه للتطوير العقاري 
بدأ البيع ادوار مستقلة وشقق الرياض 27
في شمال شرق الرياض - حي الرمال   مخطط رقم 3936 المشروع علي 3 واجهات واجهه شرقيه بشارع عرض ١٥ متر - واجهه جنوبيه بشارع عرض ١٨ متر - واجهه شماليه بشارع عرض ١٥ متر 
متوفر في المشروع: 
                      نموذج A 
يتكون من دور ارضي مساحه ١٤٨ متر 
            السعر 900,000
              المتبقي ١٦ دور  
A1-A2 -A3-A4-A5-A6-A7-A8-A14-A15-A16-A17-A18-A19-A20-A21
                     نموذج B 
يتكون من دور اول مساحه ١٥٠ متر 
          السعر 750,000
          المتبقي ١٦ دور 
B1-B2 -B3-B4-B5-B6-B7-B8-B14-B15-B16-B17-B18-B19-B20-B21
                    نموذج C
يتكون من ١٦ شقه ملحق مساحه ٩٠ متر 
           السعر 550.000 
            المتبقي ١٦ شقة  
C1-C2 -C3-C4-C5-C6-C7-C8-C14-C15-C16-C17-C18-C19-C20-C21
                    نموذج D 
* ٢ ادوار ارضية زوايا مساحه ٢٣٧ متر 
         السعر 1.200.000  
              رقم A9-A13 
* ٣ ادوار ارضية مفصول مساحه ١٩٠ متر 
            السعر 950.000 
           رقم A10-A11-A12
                 نموذج E 
* ٢ ادوار اول زوايا مساحه ٢٥٠ متر 
         السعر 850.000  
              رقم B9-B13 
* ٣ ادوار اول مفصول مساحه ١٨٠ متر 
            السعر 850.000 
           رقم B10-B11-B12 
                  نموذج F 
* ٢ شقق ملحق زوايا مساحه ١٢٨ متر
         السعر 650.000  
              رقم C9-C13 
* ٣ شقق ملحق مساحه ٩٨ متر 
            السعر 450.000 
           رقم C10-C11-C12 

المواصفات:
3 غرف نوم 
4 حمامات 
1 غرفه طعام 
1 مطبخ 
1 مجلس 
1  غرفه معيشه 
1  مستودع 
1  بلكونة
البناء علي الكود السعودي",https://images.aqar.fm/webp/750x0/props/051938105_1779624666004.jpg,True,4639,247,5696.0,24.902692,46.83717
6709452,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-145-الرمال-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6709452,"شقة للبيع في شارع 145 الرمال, حي الرمال, مدينة الرياض, منطقة الرياض",حي الرمال,الرياض,شرق الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,450000.0,98.0,3.0,4.0,,0.0,لا,6.69,30100,3400,0.81,🟢 سعر عادل,يوجد بلكونة | يوجد مستودع | يوجد مجلس منفصل,تعارض بيانات اكتشفه التحليل الآلي: area_sqm=98 بالوصف (مسجّل عندنا 97.0),True,نموذج F - شقة ملحق,"{""area_sqm"": 98}",مشروع متعدد الوحدات. البيانات المسجلة تطابق وحدة نموذج F (شقة ملحق 98 متر بـ 450000 ريال) مع 3 غرف و4 حمامات,"شركه الصدفه للتطوير العقاري 
بدأ البيع ادوار مستقلة وشقق الرياض 27
في شمال شرق الرياض - حي الرمال   مخطط رقم 3936 المشروع علي 3 واجهات واجهه شرقيه بشارع عرض ١٥ متر - واجهه جنوبيه بشارع عرض ١٨ متر - واجهه شماليه بشارع عرض ١٥ متر 
متوفر في المشروع: 
                      نموذج A 
يتكون من دور ارضي مساحه ١٤٨ متر 
            السعر 900,000
              المتبقي ١٦ دور  
A1-A2 -A3-A4-A5-A6-A7-A8-A14-A15-A16-A17-A18-A19-A20-A21
                     نموذج B 
يتكون من دور اول مساحه ١٥٠ متر 
          السعر 750,000
          المتبقي ١٦ دور 
B1-B2 -B3-B4-B5-B6-B7-B8-B14-B15-B16-B17-B18-B19-B20-B21
                    نموذج C
يتكون من ١٦ شقه ملحق مساحه ٩٠ متر 
           السعر 550.000 
            المتبقي ١٦ شقة  
C1-C2 -C3-C4-C5-C6-C7-C8-C14-C15-C16-C17-C18-C19-C20-C21
                    نموذج D 
* ٢ ادوار ارضية زوايا مساحه ٢٣٧ متر 
         السعر 1.200.000  
              رقم A9-A13 
* ٣ ادوار ارضية مفصول مساحه ١٩٠ متر 
            السعر 950.000 
           رقم A10-A11-A12
                 نموذج E 
* ٢ ادوار اول زوايا مساحه ٢٥٠ متر 
         السعر 850.000  
              رقم B9-B13 
* ٣ ادوار اول مفصول مساحه ١٨٠ متر 
            السعر 850.000 
           رقم B10-B11-B12 
                  نموذج F 
* ٢ شقق ملحق زوايا مساحه ١٢٨ متر
         السعر 650.000  
              رقم C9-C13 
* ٣ شقق ملحق مساحه ٩٨ متر 
            السعر 450.000 
           رقم C10-C11-C12 

المواصفات:
3 غرف نوم 
4 حمامات 
1 غرفه طعام 
1 مطبخ 
1 مجلس 
1  غرفه معيشه 
1  مستودع 
1  بلكونة
البناء علي الكود السعودي",https://images.aqar.fm/webp/750x0/props/051938105_1779624666004.jpg,True,4639,247,5696.0,24.902692,46.83717
6722769,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-عبدالرحمن-البهكلي-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6722769,"شقة للبيع في شارع عبدالرحمن البهكلي, حي الرمال, مدينة الرياض, منطقة الرياض",حي الرمال,الرياض,شرق الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,450000.0,58.0,2.0,2.0,0.0,0.0,لا,6.69,30100,3400,0.73,🟢 سعر عادل,يوجد موقف سيارة | خزانات مياه مستقلة | قريب من مسجد | عقار جديد | يوجد مجلس منفصل,السعر قابل للتفاوض -- ممكن فيه هامش تفاوض إضافي | تعارض بيانات اكتشفه التحليل الآلي: rooms=2 بالوصف (مسجّل عندنا 3.0),False,شقة دور ثاني بحي الرمال,"{""rooms"": 2}",تناقض في عدد الغرف: البيانات المسجلة تذكر 3 غرف بينما الوصف يذكر غرفتين فقط,"شقة للبيع حي الرمال 
غرفتين نوم ومجلس وصالة ومطبخ ودورتين مياه 
السعر قابل للتفاوض 

شقه دور ثاني جديده 
شارع 25
مجلس مع دورت مياه 
صاله 
مطبخ امريكي
غرفتين نوام ودورت مياه 
عداد الكهرباء مستقل 
خزان ماء مستقل 
موقف خاص لشقه 
قريب من جميع الخمات 
ظهير تجاري 
جانب مسجد 
وجامع
مدخل رئيسي 
ظهير شارع الامير محمد بن سلمان",https://images.aqar.fm/webp/750x0/props/040894078_1780844561327.jpg,True,7759,21,10651.0,24.860935,46.845107
6721317,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-الضوء-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6721317,"شقة للبيع في شارع الضوء, حي الرمال, مدينة الرياض, منطقة الرياض",حي الرمال,الرياض,شرق الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,450000.0,94.0,2.0,1.0,0.0,0.0,لا,6.69,30100,3400,0.84,🟢 سعر عادل,خزانات مياه مستقلة | يوجد سطح/ملحق | يوجد مجلس منفصل | يوجد ضمان,"تعارض بيانات اكتشفه التحليل الآلي: rooms=2 بالوصف (مسجّل عندنا 3.0), bathrooms=1 بالوصف (مسجّل عندنا 0.0)",False,شقة داخل فيلا,"{""rooms"": 2, ""bathrooms"": 1}",البيانات المسجلة تذكر 3 غرف و0 حمام، لكن الوصف يوضح غرفتي نوم وحمام مشترك واحد مع دورة مياه إضافية بالمجلس. السطح الخاص والخزان والعداد منفصلة.,"للبيع شقه داخل فيلا 
مساحه 94 متر 
شارع 20 
واجهه غربيه 

تتكون من :
مجلس مع دوره مياه 
صاله 
مطبخ 
غرفتين نوم مع حمام مشترك 
سطح خاص صغير 

خزان مياه منفصل 
عداد كهرباء منفصل 

ضمان سباكه 
ضمان كهرباء 
هيكل انشائى 
اتمام بناء 
عالكود السعودى 

للاستفسار 
ابو فهد 
0534624584

السعر  نهائى 450.000 ريال",https://images.aqar.fm/webp/750x0/props/000658390_1780759542996.jpg | https://images.aqar.fm/webp/750x0/props/000658392_1780759543155.jpg | https://images.aqar.fm/webp/750x0/props/000658396_1780759543122.jpg | https://images.aqar.fm/webp/750x0/props/000658396_1780759542996.jpg | https://images.aqar.fm/webp/750x0/props/000658391_1780759543118.jpg | https://images.aqar.fm/webp/750x0/props/000658393_1780759543125.jpg | https://images.aqar.fm/webp/750x0/props/000658399_1780759543136.jpg | https://images.aqar.fm/webp/750x0/props/000658393_1780759568537.jpg,True,4787,218,5732.0,24.878951,46.820433
6738781,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-عبدالرحمن-البهكلي-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6738781,"شقة للبيع في شارع عبدالرحمن البهكلي, حي الرمال, مدينة الرياض, منطقة الرياض",حي الرمال,الرياض,شرق الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,450000.0,59.0,2.0,2.0,0.0,0.0,لا,6.69,30100,3400,0.73,🟢 سعر عادل,يوجد موقف سيارة | خزانات مياه مستقلة | قريب من مسجد | عقار جديد | يوجد مجلس منفصل | صك إلكتروني/مستقل,"تعارض بيانات اكتشفه التحليل الآلي: area_sqm=59 بالوصف (مسجّل عندنا 58.0), bathrooms=2 بالوصف (مسجّل عندنا 0.0)",False,شقة دور ثاني - حي الرمال، شارع 25,"{""area_sqm"": 59, ""bathrooms"": 2}",الوصف يذكر مساحة الصك 59 متر والمساحة الطبيعية 98 متر. عدد الحمامات في البيانات مسجل صفر بينما الوصف يوضح وجود دورتي مياه. عمر العقار مسجل صفر لكن الوصف يصفه بأنه جديد.,"شقه دور ثاني جديده 
شارع 25
مجلس مع دورت مياه 
صاله 
مطبخ امريكي
غرفتين نوم ودورت مياه 
عداد الكهرباء مستقل 
خزان ماء مستقل 
موقف خاص لشقه 
قريب من جميع الخمات 
ظهير تجاري 
جانب مسجد 
وجامع 
مدخل رئيسي 
مساحة الشقه في الصك 59 متر 
على الطبيعه 98 متر 
ظهير شارع الامير محمد بن سلمان 
السعر 450 الف قابل لتفواض",https://images.aqar.fm/webp/750x0/props/053433052_1781822222863.jpg | https://images.aqar.fm/webp/750x0/props/053433059_1781822222864.jpg | https://images.aqar.fm/webp/750x0/props/053433051_1781822222870.jpg | https://images.aqar.fm/webp/750x0/props/053433053_1781822222875.jpg | https://images.aqar.fm/webp/750x0/props/053433058_1781822222876.jpg | https://images.aqar.fm/webp/750x0/props/053433055_1781822222881.jpg | https://images.aqar.fm/webp/750x0/props/053433051_1781822222873.jpg | https://images.aqar.fm/webp/750x0/props/053433052_1781822242237.jpg | https://images.aqar.fm/webp/750x0/props/053433058_1781822413284.jpg | https://images.aqar.fm/webp/750x0/props/053433051_1781822413292.jpg,True,7759,21,10651.0,24.861005,46.845078
6452241,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-قيس-بن-الملوح-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6452241,"شقة للبيع في شارع قيس بن الملوح, حي الرمال, مدينة الرياض, منطقة الرياض",حي الرمال,الرياض,شرق الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,500000.0,84.0,2.0,1.0,0.0,0.0,لا,6.69,30100,3400,0.88,🟢 سعر عادل,خزانات مياه مستقلة | تشطيبات حديثة مذكورة | عقار جديد | تشطيب فاخر | مدخل خاص | يوجد مجلس منفصل | صك إلكتروني/مستقل | يوجد ضمان,تعارض بيانات اكتشفه التحليل الآلي: rooms=2 بالوصف (مسجّل عندنا 3.0),False,شقة بمدخل خاص - الدور الثالث,"{""rooms"": 2}",سعر الوصف (500 ألف) يختلف عن المسجل (450 ألف). الوصف يذكر غرفتي نوم فقط بينما المسجل يذكر 3 غرف.,"للبيع شقه مدخل خاص   بفله جديده بحي  الرمال  مخطط الواحه  جنوب طريق الامير محمد مع تقاطع طريق الجنادريه  مدخل خاص  الدور  الثالث  الشقه عباره عن غرفتين نوم ومطبخ وصاله ومجلس 
مستقل خزانات المويه  ارضي وعلوي  موجود عليها كل الضمانات  جديده  السعر   500 الف 
تشطيبات فاخره المساحه حسب الصك  ٨٤  متر
يرجي التواصل واتساب مع مشاركه الاعلان",https://images.aqar.fm/webp/750x0/props/036347113_1762188699130.jpg | https://images.aqar.fm/webp/750x0/props/036347113_1762188699124.jpg | https://images.aqar.fm/webp/750x0/props/036347117_1762188699276.jpg | https://images.aqar.fm/webp/750x0/props/036347119_1762188699379.jpg | https://images.aqar.fm/webp/750x0/props/036347112_1762188699477.jpg | https://images.aqar.fm/webp/750x0/props/036347118_1762188699564.jpg | https://images.aqar.fm/webp/750x0/props/036347119_1762188699663.jpg | https://images.aqar.fm/webp/750x0/props/036347114_1762188699749.jpg | https://images.aqar.fm/webp/750x0/props/036347115_1762188699858.jpg | https://images.aqar.fm/webp/750x0/props/036347115_1762188700000.jpg | https://images.aqar.fm/webp/750x0/props/036347116_1762188700161.jpg | https://images.aqar.fm/webp/750x0/props/036347112_1762188700419.jpg,True,5357,127,6103.0,24.860475,46.84628
6724866,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-الملقا/شارع-السعادات-حي-الملقا-مدينة-الرياض-منطقة-الرياض-6724866,"شقة للبيع في شارع السعادات, حي الملقا, مدينة الرياض, منطقة الرياض",حي الملقا,الرياض,شمال الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,750000.0,128.0,3.0,2.0,1.0,16,لا,6.64,54800,1400,0.72,🟢 سعر عادل,,تعارض بيانات اكتشفه التحليل الآلي: age_years=16 بالوصف (مسجّل عندنا 2.0),False,شقة رقم 7 - الدور الأول,"{""age_years"": 16}",عمر العقار في الوصف 16 سنة بينما المسجل 2 سنة. السعر في الوصف 750 ألف بينما المسجل 825 ألف. العقار مؤجر براقي عقد 6-7 أشهر، وعليه مديونية 470 ألف. واجهة شرقية.,"البيع شقه في حي الملقا 
مساحه 128 عمر العقار 16 سنوات 
مؤجر باقي في العقد 6او 7شهور 
عدد دروات المياه 2
غرف النوم 3 
وي صاله ومطبخ 
الواجهة شرقي 
الدور الاول شقه رقم 7
عليها مديونية 470 الف 
البيع 750 الف ان شاء الله

👇
https://maps.app.goo.gl/aHMoGuMAm2jA8Wmn9?g_st=aw",,True,6445,147,9010.0,24.816789,46.601696
6613504,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-النرجس/شارع-سليمان-بن-عبدالله-الجبرين-حي-النرجس-مدينة-الرياض-منطقة-الرياض-6613504,"شقة للبيع في شارع سليمان بن عبدالله الجبرين, حي النرجس, مدينة الرياض, منطقة الرياض",حي النرجس,الرياض,شمال الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,870000.0,115.0,3.0,3.0,0.0,0.0,لا,6.62,57600,863,0.9,🟢 سعر عادل,مستوى راقٍ | غرفة خادمة | يوجد مستودع | غرفة ماستر بحمام خاص,تعارض بيانات اكتشفه التحليل الآلي: area_sqm=115 بالوصف (مسجّل عندنا 113.0),False,شقة بالدور الأول,"{""area_sqm"": 115}",المساحة المذكورة بالوصف 115 م² بينما البيانات المسجلة 113 م². العقار جديد (عمر 0 سنة) وتتضمن الشقة غرفة خادمة ومستودع إضافة للمذكور بالبيانات.,"للبيع شقة راقية بحي النرجس ( شمال الملك سلمان ) 
مداخل و مخارج الحي ممتازة جداً 
منطقة مرتفعة وهادئة 
تحكم ذكي ( سمارت )
الدور الاول : شقة مساحة / 115 
 3 غرف نوف واحدة ماستر 
 3 دورات مياه 
صالة 
مستودع 
مطبخ 
غرفة خادمة

للتفاصيل التواصل : 0500319390",https://images.aqar.fm/webp/750x0/props/043051228_1772585287934.jpg | https://images.aqar.fm/webp/750x0/props/043051221_1772585304820.jpg | https://images.aqar.fm/webp/750x0/props/043051222_1772585389476.jpg | https://images.aqar.fm/webp/750x0/props/043051225_1772585389470.jpg | https://images.aqar.fm/webp/750x0/props/043051229_1772585389481.jpg | https://images.aqar.fm/webp/750x0/props/043051222_1772585389463.jpg | https://images.aqar.fm/webp/750x0/props/043051226_1772585389477.jpg | https://images.aqar.fm/webp/750x0/props/043051227_1772585389474.jpg | https://images.aqar.fm/webp/750x0/props/043051223_1772585389489.jpg | https://images.aqar.fm/webp/750x0/props/043051228_1772585444657.jpg | https://images.aqar.fm/webp/750x0/props/043051224_1772585444653.jpg | https://images.aqar.fm/webp/750x0/props/043051223_1772585444670.jpg | https://images.aqar.fm/webp/750x0/props/043051225_1772585444671.jpg | https://images.aqar.fm/webp/750x0/props/043051228_1772585564600.jpg | https://images.aqar.fm/webp/750x0/props/043051221_1772585681684.jpg,True,7699,484,8508.0,24.875096,46.66192
6748079,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-المونسية/شارع-الفجر-حي-المونسية-مدينة-الرياض-منطقة-الرياض-6748079,"شقة للبيع في شارع الفجر, حي المونسية, مدينة الرياض, منطقة الرياض",حي المونسية,الرياض,شرق الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,600000.0,124.0,3.0,3.0,,10.0,نعم,6.55,39300,684,0.68,🟢 سعر عادل,يوجد مصعد,"تعارض بيانات اكتشفه التحليل الآلي: rooms=3 بالوصف (مسجّل عندنا 4.0), bathrooms=3 بالوصف (مسجّل عندنا 1.0)",False,شقة في حي المونسية,"{""rooms"": 3, ""bathrooms"": 3}",تناقض في عدد الغرف والحمامات: البيانات تسجل 4 غرف و1 حمام، لكن الوصف يذكر 3 غرف نوم و3 دورات مياه,"شقة للبيع في حي المونسية ، الرياض
تفاصيل الإعلان
الواجهة جنوب
غرف النوم 3
الصالات 1
دورات المياه 3
عرض الشارع 20م
الدور 2
عمر العقار 10 سنوات
المساحة 124م²
المميزات
مؤثثة
مطبخ
مصعد
توفر الماء
توفر الكهرباء
توفر صرف صحي
البيع 600 الف 
كاش فقط",,True,4839,93,7108.0,24.815132,46.76375
6566796,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-الملقا/شارع-الدهناء-حي-الملقا-مدينة-الرياض-منطقة-الرياض-6566796,"شقة للبيع في شارع الدهناء, حي الملقا, مدينة الرياض, منطقة الرياض",حي الملقا,الرياض,شمال الرياض,🟡 تحتاج مراجعة,متوسطة,السعر عادل، لكن فيه تعارض بين بيانات الإعلان والوصف -- تأكد من التفاصيل الفعلية,شقة,900000.0,125.0,3.0,2.0,1.0,4.0,لا,6.46,58100,924,0.8,🟢 سعر عادل,يوجد سطح/ملحق,تعارض بيانات اكتشفه التحليل الآلي: rooms=3 بالوصف (مسجّل عندنا 4.0),False,شقة بحي الملقا,"{""rooms"": 3}",عدد الغرف في الوصف 3 بينما البيانات المسجلة 4. الوصف لا يذكر عدد الحمامات بشكل صريح.,"شقة للبيع حي الملقا 

  شارع الدهناء

🔹 المواصفات:
•  3 غرف 
•  صالة مفتوحة على المطبخ
• مساحة مسطح البناء: 125 ⁠م²
• 🗄️ غرفة مفرغة (متعددة الاستخدامات)⁠
• 🌤️ سطح خاص: 22 م²
• 🏢 الدور الثالث
• ⏳ عمر العقار: أكثر من 4 سنوات
موجود فيديو للشقه 

للتواصل واتس اب او اتصال
 ((رقم المعلن يظهر عند التواصل))

/ لا يتواصل الا الصامل",https://images.aqar.fm/webp/750x0/props/024653883_1769641717716.jpg,True,7200,146,9010.0,24.808855,46.594313
